class_name	type_tau	precision	recall	f1	tp	fp	fn	tn
chromothripsis	0.7699999809265137	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.7799999713897705	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.7900000214576721	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.800000011920929	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8100000023841858	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8199999928474426	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8299999833106995	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8399999737739563	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8500000238418579	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8600000143051147	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8700000047683716	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8799999952316284	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8899999856948853	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.8999999761581421	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.9100000262260437	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.9200000166893005	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.9300000071525574	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.9399999976158142	1.0	0.0	0.0	0	0	74	163
chromothripsis	0.949999988079071	1.0	0.0	0.0	0	0	74	163
BFB	0.05000000074505806	0.7073170731707317	1.0	0.8285714285714285	145	60	0	32
BFB	0.05999999865889549	0.7754010695187166	1.0	0.8734939759036144	145	42	0	50
BFB	0.07000000029802322	0.8238636363636364	1.0	0.9034267912772587	145	31	0	61
BFB	0.07999999821186066	0.8674698795180723	0.993103448275862	0.9260450160771705	144	22	1	70
BFB	0.09000000357627869	0.9271523178807947	0.9655172413793104	0.9459459459459459	140	11	5	81
BFB	0.10000000149011612	0.9266666666666666	0.9586206896551724	0.9423728813559322	139	11	6	81
BFB	0.10999999940395355	0.9513888888888888	0.9448275862068966	0.9480968858131488	137	7	8	85
BFB	0.11999999731779099	0.9784172661870504	0.9379310344827586	0.9577464788732394	136	3	9	89
BFB	0.12999999523162842	0.9776119402985075	0.903448275862069	0.939068100358423	131	3	14	89
BFB	0.14000000059604645	0.9922480620155039	0.8827586206896552	0.9343065693430657	128	1	17	91
BFB	0.15000000596046448	0.9916666666666667	0.8206896551724138	0.8981132075471697	119	1	26	91
BFB	0.1599999964237213	1.0	0.8	0.888888888888889	116	0	29	92
BFB	0.17000000178813934	1.0	0.7862068965517242	0.8803088803088803	114	0	31	92
BFB	0.18000000715255737	1.0	0.7586206896551724	0.8627450980392156	110	0	35	92
BFB	0.1899999976158142	1.0	0.7310344827586207	0.844621513944223	106	0	39	92
BFB	0.20000000298023224	1.0	0.6482758620689655	0.7866108786610878	94	0	51	92
BFB	0.20999999344348907	1.0	0.5793103448275863	0.7336244541484717	84	0	61	92
BFB	0.2199999988079071	1.0	0.5310344827586206	0.6936936936936936	77	0	68	92
BFB	0.23000000417232513	1.0	0.4896551724137931	0.6574074074074074	71	0	74	92
BFB	0.23999999463558197	1.0	0.4482758620689655	0.6190476190476191	65	0	80	92
BFB	0.25	1.0	0.38620689655172413	0.5572139303482587	56	0	89	92
BFB	0.25999999046325684	1.0	0.3586206896551724	0.5279187817258884	52	0	93	92
BFB	0.27000001072883606	1.0	0.3103448275862069	0.4736842105263158	45	0	100	92
BFB	0.2800000011920929	1.0	0.296551724137931	0.4574468085106383	43	0	102	92
BFB	0.28999999165534973	1.0	0.2896551724137931	0.4491978609625668	42	0	103	92
BFB	0.30000001192092896	1.0	0.2620689655172414	0.41530054644808745	38	0	107	92
BFB	0.3100000023841858	1.0	0.25517241379310346	0.4065934065934066	37	0	108	92
BFB	0.3199999928474426	1.0	0.2482758620689655	0.39779005524861877	36	0	109	92
BFB	0.33000001311302185	1.0	0.21379310344827587	0.3522727272727273	31	0	114	92
BFB	0.3400000035762787	1.0	0.1724137931034483	0.29411764705882354	25	0	120	92
